GSM,GSE,Cell Type,In Situ Site,Disease,PubMed ID,Release Date,FRiP,Number of Peaks,Motif Overlap Ratio
GSM5024545,GSE131055,T-cell,Peripheral blood,,33512425,1/18/21,0.065,26369,0.802
GSM5024546,GSE131055,T-cell,Peripheral blood,,33512425,1/18/21,0.045,23417,0.833
GSM5024547,GSE131055,B-cell,B-cell,,33512425,1/18/21,0.079,32190,0.769
GSM5024548,GSE131055,B-cell,B-cell,,33512425,1/18/21,0.071,34176,0.751
GSM5024549,GSE131055,monocyte,Monocyte,,33512425,1/18/21,0.079,28938,0.752
GSM5024550,GSE131055,monocyte,Monocyte,,33512425,1/18/21,0.06,30370,0.73
GSM5024555,GSE131055,HUDEP-2,Umbilical cord blood,,33512425,1/18/21,0.153,33783,0.774
GSM5025277,GSE165049,MOLM-13,Peripheral blood,"Adult acute myeloid leukemia, Myelodysplastic syndrome, Acute myeloid leukemia",,2/18/22,0.032,25582,0.916
GSM5051754,GSE165869,585B1,Peripheral blood,,34731633,11/3/21,0.513,108582,0.716
GSM5051760,GSE165869,1390G3,Peripheral blood,,34731633,11/3/21,0.501,107910,0.71
GSM5051766,GSE165869,1383D6,Peripheral blood,,34731633,11/3/21,0.49,107231,0.717
GSM5051772,GSE165869,1390C1,Peripheral blood,,34731633,11/3/21,0.475,98957,0.727
GSM5051778,GSE165869,1390G3,Peripheral blood,,34731633,11/3/21,0.516,108500,0.704
GSM5051784,GSE165869,1390C1,Peripheral blood,,34731633,11/3/21,0.522,113925,0.694
GSM5051790,GSE165869,201B7,"Skin, dermis",,34731633,11/3/21,0.49,102944,0.729
GSM5051793,GSE165869,1381B1,Peripheral blood,,34731633,11/3/21,0.522,106280,0.716
GSM5051796,GSE165869,1205A,Peripheral blood,,34731633,11/3/21,0.513,111863,0.711
GSM5066585,GSE166234,KYSE-140,Esophagus,"Squamous cell carcinoma of the esophagus, Esophageal squamous cell carcinoma",34880227,10/17/21,0.431,47703,0.84
GSM5098085,GSE167154,T-47D,Metastatic; Pleural effusion,Invasive breast carcinoma of no special type,35513575,5/6/22,0.021,17011,0.951
GSM5098092,GSE167154,HCC70,Breast,Breast ductal carcinoma,35513575,5/6/22,0.018,17374,0.948
GSM5098094,GSE167154,BT-549,Breast,Invasive breast carcinoma of no special type,35513575,5/6/22,0.017,16060,0.946
GSM5100368,GSE167259,neuron,Neuron,,33767446,3/25/21,0.03,22333,0.899
GSM5114995,GSE167887,HCT-116,Colon,Colon carcinoma,,2/28/23,0.515,89052,0.632
GSM5115001,GSE167887,HCT-116,Colon,Colon carcinoma,,2/28/23,0.424,82907,0.628
GSM5115007,GSE167887,HCT-116,Colon,Colon carcinoma,,2/28/23,0.463,55609,0.724
GSM5115013,GSE167887,HCT-116,Colon,Colon carcinoma,,2/28/23,0.39,46839,0.759
GSM5124343,GSE168045,monocyte,Monocyte,,36869052,3/3/21,0.22,31514,0.873
GSM5134446,GSE168233,A-549,Lung,Lung adenocarcinoma,35474385,3/29/22,0.01,13522,0.954
GSM5134448,GSE168233,A-549,Lung,Lung adenocarcinoma,35474385,3/29/22,0.025,24228,0.929
GSM5134449,GSE168233,A-549,Lung,Lung adenocarcinoma,35474385,3/29/22,0.021,20846,0.939
GSM518375,GSE20650,H1,Embryonic stem cell,,20526341,3/6/10,0.346,71260,0.784
GSM5214261,GSE170061,heart_left_ventricle,Heart left ventricle,,22955616,3/29/21,0.162,39339,0.843
GSM5214262,GSE170061,heart_left_ventricle,Heart left ventricle,,22955616,3/29/21,0.165,37486,0.856
GSM5214286,GSE170075,colon,Colon,,22955616,3/29/21,0.072,26720,0.918
GSM5214287,GSE170075,colon,Colon,,22955616,3/29/21,0.072,26053,0.919
GSM5214288,GSE170075,colon,Colon,,22955616,3/29/21,0.012,10697,0.957
GSM5214870,GSE170453,tibial_nerve,Tibial nerve,,22955616,3/30/21,0.095,35024,0.87
GSM5215014,GSE170549,gastrocnemius_medialis,Gastrocnemius medialis,,22955616,3/30/21,0.12,37365,0.852
GSM5215015,GSE170549,gastrocnemius_medialis,Gastrocnemius medialis,,22955616,3/30/21,0.05,24654,0.893
GSM5215029,GSE170558,heart_left_ventricle,Heart left ventricle,,22955616,3/30/21,0.057,30060,0.873
GSM5215030,GSE170558,heart_left_ventricle,Heart left ventricle,,22955616,3/30/21,0.054,24212,0.915
GSM5215310,GSE170733,heart_left_ventricle,Heart left ventricle,,22955616,3/30/21,0.065,27699,0.906
GSM5215311,GSE170733,heart_left_ventricle,Heart left ventricle,,22955616,3/30/21,0.06,25670,0.916
GSM5228988,GSE171592,VCaP,"Metastatic; Bone, vertebra",Prostate carcinoma,34912114;34937944,10/28/21,0.078,34648,0.89
GSM5228989,GSE171592,VCaP,"Metastatic; Bone, vertebra",Prostate carcinoma,34912114;34937944,10/28/21,0.044,27581,0.924
GSM5228996,GSE171592,LNCaP,Prostate,Prostate carcinoma,34912114;34937944,10/28/21,0.123,40388,0.878
GSM5228997,GSE171592,LNCaP,Prostate,Prostate carcinoma,34912114;34937944,10/28/21,0.107,37201,0.9
GSM5253839,GSE172386,SK-MEL-147,Metastatic; Not specified,Melanoma,35385731,4/5/22,0.072,21360,0.911
GSM5253840,GSE172386,SK-MEL-147,Metastatic; Not specified,Melanoma,35385731,4/5/22,0.142,36751,0.87
GSM5253841,GSE172386,SK-MEL-147,Metastatic; Not specified,Melanoma,35385731,4/5/22,0.112,26776,0.899
GSM5253842,GSE172386,SK-MEL-147,Metastatic; Not specified,Melanoma,35385731,4/5/22,0.144,29031,0.896
GSM5259367,GSE173074,K-562,Pleural effusion,"Chronic myeloid leukemia, Blast phase chronic myelogenous leukemia, BCR-ABL1 positive",34209337,4/23/21,0.132,32037,0.826
GSM5259368,GSE173074,K-562,Pleural effusion,"Chronic myeloid leukemia, Blast phase chronic myelogenous leukemia, BCR-ABL1 positive",34209337,4/23/21,0.191,32032,0.854
GSM5259370,GSE173074,K-562,Pleural effusion,"Chronic myeloid leukemia, Blast phase chronic myelogenous leukemia, BCR-ABL1 positive",34209337,4/23/21,0.178,27687,0.797
GSM5259371,GSE173074,K-562,Pleural effusion,"Chronic myeloid leukemia, Blast phase chronic myelogenous leukemia, BCR-ABL1 positive",34209337,4/23/21,0.126,24975,0.857
GSM5269343,GSE144643,HEK-293,Fetal kidney,,34163069;39931328,4/19/21,0.198,52756,0.829
GSM5269345,GSE144643,HEK-293,Fetal kidney,,34163069;39931328,4/19/21,0.168,49437,0.843
GSM5281666,GSE173872,MDA-MB-157,Breast,Breast carcinoma,35182476,2/21/22,0.066,32063,0.881
GSM5281667,GSE173872,MDA-MB-157,Breast,Breast carcinoma,35182476,2/21/22,0.101,42130,0.841
GSM5281668,GSE173872,MDA-MB-157,Breast,Breast carcinoma,35182476,2/21/22,0.098,40491,0.849
GSM5281669,GSE173872,MDA-MB-157,Breast,Breast carcinoma,35182476,2/21/22,0.112,41037,0.843
GSM5281670,GSE173872,MDA-MB-157,Breast,Breast carcinoma,35182476,2/21/22,0.079,34036,0.877
GSM5281671,GSE173872,MDA-MB-157,Breast,Breast carcinoma,35182476,2/21/22,0.061,31243,0.886
GSM5282078,GSE173872,DND-41,Peripheral blood,"Childhood T acute lymphoblastic leukemia, Precursor T-cell acute lymphoblastic leukemia",35182476,2/21/22,0.126,40108,0.803
GSM5282079,GSE173872,DND-41,Peripheral blood,"Childhood T acute lymphoblastic leukemia, Precursor T-cell acute lymphoblastic leukemia",35182476,2/21/22,0.06,30921,0.844
GSM5282082,GSE173872,DND-41,Peripheral blood,"Childhood T acute lymphoblastic leukemia, Precursor T-cell acute lymphoblastic leukemia",35182476,2/21/22,0.129,42215,0.804
GSM5282083,GSE173872,DND-41,Peripheral blood,"Childhood T acute lymphoblastic leukemia, Precursor T-cell acute lymphoblastic leukemia",35182476,2/21/22,0.041,25969,0.82
GSM5292671,GSE174360,AC7,Unknown,,,6/16/22,0.242,52411,0.828
GSM5292672,GSE174360,AC7,Unknown,,,6/16/22,0.145,44230,0.83
GSM5327302,GSE174769,muscle,"Uterus, myometrium",,37334829,12/31/23,0.019,16778,0.93
GSM5327303,GSE174769,muscle,"Uterus, myometrium",,37334829,12/31/23,0.015,11966,0.946
GSM5330315,GSE174881,uterus,Uterus,,22955616,5/23/21,0.038,25499,0.89
GSM5330316,GSE174881,uterus,Uterus,,22955616,5/23/21,0.035,22113,0.911
GSM5330486,GSE174919,GM23338,"Arm, skin",,22955616,5/23/21,0.078,31242,0.865
GSM5330487,GSE174919,GM23338,"Arm, skin",,22955616,5/23/21,0.072,31843,0.868
GSM5330546,GSE174932,foreskin_keratinocyte,Foreskin keratinocyte,,22955616,5/23/21,0.413,61262,0.733
GSM5330547,GSE174932,foreskin_keratinocyte,Foreskin keratinocyte,,22955616,5/23/21,0.355,61413,0.728
GSM5330584,GSE174948,GM23338,"Arm, skin",,22955616,5/23/21,0.066,35815,0.779
GSM5330585,GSE174948,GM23338,"Arm, skin",,22955616,5/23/21,0.069,35860,0.773
GSM5330591,GSE174951,vagina,Vagina,,22955616,5/23/21,0.04,18042,0.925
GSM5330671,GSE174993,pancreas,Pancreas,,22955616,5/23/21,0.027,15347,0.95
GSM5330672,GSE174993,pancreas,Pancreas,,22955616,5/23/21,0.023,14294,0.953
GSM5330674,GSE174995,SU-DHL-6,Peritoneal effusion,"Diffuse large B-cell lymphoma germinal center B-cell type, Diffuse large B-cell lymphoma",22955616,5/23/21,0.18,40997,0.869
GSM5330675,GSE174995,SU-DHL-6,Peritoneal effusion,"Diffuse large B-cell lymphoma germinal center B-cell type, Diffuse large B-cell lymphoma",22955616,5/23/21,0.178,46950,0.849
GSM5330697,GSE175009,lung,Lung,,22955616,5/23/21,0.09,32853,0.875
GSM5330698,GSE175009,lung,Lung,,22955616,5/23/21,0.086,28965,0.896
GSM5330704,GSE175014,thyroid_gland,Thyroid gland,,22955616,5/23/21,0.151,35962,0.854
GSM5330705,GSE175014,thyroid_gland,Thyroid gland,,22955616,5/23/21,0.064,29111,0.906
GSM5330720,GSE175024,NCI-H929,Pleural effusion,"Multiple myeloma, Plasma cell myeloma",22955616,5/23/21,0.135,44652,0.832
GSM5330721,GSE175024,NCI-H929,Pleural effusion,"Multiple myeloma, Plasma cell myeloma",22955616,5/23/21,0.088,26220,0.906
GSM5330726,GSE175027,HFFc6,"Foreskin, skin",,22955616,5/23/21,0.321,58621,0.806
GSM5330727,GSE175027,HFFc6,"Foreskin, skin",,22955616,5/23/21,0.196,57058,0.75
GSM5330728,GSE175027,HFFc6,"Foreskin, skin",,22955616,5/23/21,0.32,53215,0.821
GSM5330729,GSE175027,HFFc6,"Foreskin, skin",,22955616,5/23/21,0.186,48854,0.778
GSM5330749,GSE175037,mesothelial_epicardium,Mesothelial epicardium,,22955616,5/23/21,0.06,23338,0.889
GSM5330750,GSE175037,mesothelial_epicardium,Mesothelial epicardium,,22955616,5/23/21,0.071,26839,0.869
GSM5330807,GSE175069,chondrocyte,Chondrocyte,,22955616,5/23/21,0.491,62772,0.775
GSM5330808,GSE175069,chondrocyte,Chondrocyte,,22955616,5/23/21,0.492,63791,0.775
GSM5330809,GSE175069,chondrocyte,Chondrocyte,,22955616,5/23/21,0.469,60339,0.77
GSM5330810,GSE175069,chondrocyte,Chondrocyte,,22955616,5/23/21,0.475,58594,0.781
GSM5330821,GSE175075,nephron,Nephron,,22955616,5/23/21,0.086,33989,0.878
GSM5330822,GSE175075,nephron,Nephron,,22955616,5/23/21,0.083,31845,0.885
GSM5330823,GSE175076,lung,Lung,,22955616,5/23/21,0.123,35017,0.876
GSM5330824,GSE175076,lung,Lung,,22955616,5/23/21,0.126,34335,0.878
GSM5330830,GSE175080,heart_left_ventricle,Heart left ventricle,,22955616,5/23/21,0.139,33314,0.868
GSM5330831,GSE175080,heart_left_ventricle,Heart left ventricle,,22955616,5/23/21,0.152,36247,0.848
GSM5330860,GSE175095,neural_crest,Neural crest,,22955616,5/23/21,0.183,46798,0.766
GSM5330861,GSE175095,neural_crest,Neural crest,,22955616,5/23/21,0.218,44632,0.846
GSM5330862,GSE175095,neural_crest,Neural crest,,22955616,5/23/21,0.182,47793,0.761
GSM5330863,GSE175095,neural_crest,Neural crest,,22955616,5/23/21,0.22,43437,0.852
GSM5330868,GSE175098,brain_organoid,Brain organoid,,22955616,5/23/21,0.343,52279,0.812
GSM5330869,GSE175098,brain_organoid,Brain organoid,,22955616,5/23/21,0.35,55497,0.798
GSM5330911,GSE175121,pancreas,Pancreas,,22955616,5/23/21,0.042,22668,0.938
GSM5330912,GSE175121,pancreas,Pancreas,,22955616,5/23/21,0.045,23562,0.936
GSM5330935,GSE175133,pancreas,Pancreas,,22955616,5/23/21,0.075,27265,0.906
GSM5330936,GSE175133,pancreas,Pancreas,,22955616,5/23/21,0.045,22012,0.933
GSM5330939,GSE175135,lung,Lung,,22955616,5/23/21,0.072,24101,0.906
GSM5330940,GSE175135,lung,Lung,,22955616,5/23/21,0.089,28051,0.88
GSM5330951,GSE175142,smooth_muscle,Smooth muscle,,22955616,5/23/21,0.048,20165,0.952
GSM5330952,GSE175142,smooth_muscle,Smooth muscle,,22955616,5/23/21,0.192,44714,0.856
GSM5330954,GSE175144,nephron,Nephron,,22955616,5/23/21,0.101,33015,0.879
GSM5330955,GSE175144,nephron,Nephron,,22955616,5/23/21,0.101,33444,0.879
GSM5330984,GSE175159,osteocyte,Osteocyte,,22955616,5/23/21,0.354,50497,0.824
GSM5330985,GSE175159,osteocyte,Osteocyte,,22955616,5/23/21,0.117,33261,0.891
GSM5330986,GSE175159,osteocyte,Osteocyte,,22955616,5/23/21,0.364,48362,0.831
GSM5330987,GSE175159,osteocyte,Osteocyte,,22955616,5/23/21,0.343,45263,0.839
GSM5330988,GSE175159,osteocyte,Osteocyte,,22955616,5/23/21,0.117,33722,0.889
GSM5331042,GSE175187,nephron_organoid,Nephron organoid,,22955616,5/23/21,0.052,25875,0.92
GSM5331043,GSE175187,nephron_organoid,Nephron organoid,,22955616,5/23/21,0.045,21492,0.933
GSM5331044,GSE175187,nephron_organoid,Nephron organoid,,22955616,5/23/21,0.097,33981,0.893
GSM5331045,GSE175187,nephron_organoid,Nephron organoid,,22955616,5/23/21,0.073,27996,0.919
GSM5331076,GSE175202,foreskin_keratinocyte,Foreskin keratinocyte,,22955616,5/23/21,0.303,50862,0.81
GSM5331077,GSE175202,foreskin_keratinocyte,Foreskin keratinocyte,,22955616,5/23/21,0.305,53508,0.801
GSM5331084,GSE175207,stomach,Stomach,,22955616,5/23/21,0.044,20235,0.929
GSM5331085,GSE175207,stomach,Stomach,,22955616,5/23/21,0.038,22432,0.924
GSM5331113,GSE175223,keratinocytes,"Foreskin, keratinocytes",,22955616,5/23/21,0.391,75482,0.723
GSM5331114,GSE175223,keratinocytes,"Foreskin, keratinocytes",,22955616,5/23/21,0.363,66178,0.756
GSM5331127,GSE175231,endodermal,Endodermal,,22955616,5/23/21,0.289,85278,0.738
GSM5331128,GSE175231,endodermal,Endodermal,,22955616,5/23/21,0.315,84195,0.722
GSM5331129,GSE175231,endodermal,Endodermal,,22955616,5/23/21,0.286,93065,0.719
GSM5331130,GSE175231,endodermal,Endodermal,,22955616,5/23/21,0.315,85312,0.722
GSM5331131,GSE175232,adrenal_gland,Adrenal gland,,22955616,5/23/21,0.041,24492,0.93
GSM5331132,GSE175232,adrenal_gland,Adrenal gland,,22955616,5/23/21,0.025,21049,0.935
GSM5331181,GSE175262,pancreatic,Pancreatic,,22955616,5/23/21,0.142,37656,0.864
GSM5331182,GSE175262,pancreatic,Pancreatic,,22955616,5/23/21,0.143,39356,0.856
GSM5331183,GSE175262,pancreatic,Pancreatic,,22955616,5/23/21,0.35,65101,0.68
GSM5331184,GSE175262,pancreatic,Pancreatic,,22955616,5/23/21,0.348,64488,0.685
GSM5331199,GSE175270,GM23338,"Arm, skin",,22955616,5/23/21,0.04,17711,0.732
GSM5331200,GSE175270,GM23338,"Arm, skin",,22955616,5/23/21,0.035,13444,0.749
GSM5331204,GSE175272,brain_organoid,Brain organoid,,22955616,5/23/21,0.086,27556,0.911
GSM5331205,GSE175272,brain_organoid,Brain organoid,,22955616,5/23/21,0.095,29624,0.901
GSM5331206,GSE175272,brain_organoid,Brain organoid,,22955616,5/23/21,0.076,30327,0.911
GSM5331218,GSE175278,H9,Embryonic stem cell,,22955616,5/23/21,0.226,64585,0.797
GSM5331219,GSE175278,H9,Embryonic stem cell,,22955616,5/23/21,0.386,84612,0.745
GSM5331220,GSE175278,H9,Embryonic stem cell,,22955616,5/23/21,0.225,63367,0.8
GSM5331221,GSE175278,H9,Embryonic stem cell,,22955616,5/23/21,0.377,84876,0.737
GSM5331222,GSE175279,heart_right_ventricle,Heart right ventricle,,22955616,5/23/21,0.037,18928,0.941
GSM5331223,GSE175279,heart_right_ventricle,Heart right ventricle,,22955616,5/23/21,0.037,18803,0.943
GSM5331260,GSE175299,GM23338,"Arm, skin",,22955616,5/23/21,0.056,24830,0.896
GSM5331261,GSE175299,GM23338,"Arm, skin",,22955616,5/23/21,0.101,32022,0.852
GSM5331262,GSE175299,GM23338,"Arm, skin",,22955616,5/23/21,0.06,23932,0.895
GSM5331263,GSE175299,GM23338,"Arm, skin",,22955616,5/23/21,0.097,33353,0.851
GSM5331280,GSE175309,endocrine_pancreas,Endocrine pancreas,,22955616,5/23/21,0.334,60563,0.778
GSM5331281,GSE175309,endocrine_pancreas,Endocrine pancreas,,22955616,5/23/21,0.318,51402,0.811
GSM5331282,GSE175310,heart_right_ventricle,Heart right ventricle,,22955616,5/23/21,0.147,36122,0.862
GSM5331283,GSE175310,heart_right_ventricle,Heart right ventricle,,22955616,5/23/21,0.148,35798,0.862
GSM5331348,GSE175328,brain_organoid,Brain organoid,,22955616,5/23/21,0.135,37539,0.858
GSM5331349,GSE175328,brain_organoid,Brain organoid,,22955616,5/23/21,0.134,38861,0.854
GSM5331350,GSE175328,brain_organoid,Brain organoid,,22955616,5/23/21,0.14,35370,0.849
GSM5331351,GSE175328,brain_organoid,Brain organoid,,22955616,5/23/21,0.139,34712,0.85
GSM5331391,GSE175342,nephron_organoid,Nephron organoid,,22955616,5/23/21,0.134,37653,0.875
GSM5331392,GSE175342,nephron_organoid,Nephron organoid,,22955616,5/23/21,0.132,38889,0.871
GSM5335218,GSE175484,NALM-6,Peripheral blood,"Precursor B-cell acute lymphoblastic leukemia, Adult B acute lymphoblastic leukemia",36028659;38693155,8/25/22,0.549,66608,0.714
GSM5335219,GSE175484,NALM-6,Peripheral blood,"Precursor B-cell acute lymphoblastic leukemia, Adult B acute lymphoblastic leukemia",36028659;38693155,8/25/22,0.578,57813,0.723
GSM5335220,GSE175484,NALM-6,Peripheral blood,"Precursor B-cell acute lymphoblastic leukemia, Adult B acute lymphoblastic leukemia",36028659;38693155,8/25/22,0.491,55191,0.763
GSM5335221,GSE175484,NALM-6,Peripheral blood,"Precursor B-cell acute lymphoblastic leukemia, Adult B acute lymphoblastic leukemia",36028659;38693155,8/25/22,0.574,61981,0.723
GSM5335222,GSE175484,NALM-6,Peripheral blood,"Precursor B-cell acute lymphoblastic leukemia, Adult B acute lymphoblastic leukemia",36028659;38693155,8/25/22,0.428,80318,0.704
GSM5335223,GSE175484,NALM-6,Peripheral blood,"Precursor B-cell acute lymphoblastic leukemia, Adult B acute lymphoblastic leukemia",36028659;38693155,8/25/22,0.429,107956,0.674
GSM5335224,GSE175484,NALM-6,Peripheral blood,"Precursor B-cell acute lymphoblastic leukemia, Adult B acute lymphoblastic leukemia",36028659;38693155,8/25/22,0.504,91871,0.662
GSM5335225,GSE175484,NALM-6,Peripheral blood,"Precursor B-cell acute lymphoblastic leukemia, Adult B acute lymphoblastic leukemia",36028659;38693155,8/25/22,0.475,89027,0.688
GSM5335226,GSE175484,NALM-6,Peripheral blood,"Precursor B-cell acute lymphoblastic leukemia, Adult B acute lymphoblastic leukemia",36028659;38693155,8/25/22,0.516,51072,0.769
GSM5335227,GSE175484,NALM-6,Peripheral blood,"Precursor B-cell acute lymphoblastic leukemia, Adult B acute lymphoblastic leukemia",36028659;38693155,8/25/22,0.543,44297,0.728
GSM5335228,GSE175484,697,Bone marrow,B acute lymphoblastic leukemia,36028659;38693155,8/25/22,0.573,48650,0.756
GSM5335229,GSE175484,697,Bone marrow,B acute lymphoblastic leukemia,36028659;38693155,8/25/22,0.575,35635,0.769
GSM5335230,GSE175484,697,Bone marrow,B acute lymphoblastic leukemia,36028659;38693155,8/25/22,0.49,76810,0.697
GSM5335231,GSE175484,697,Bone marrow,B acute lymphoblastic leukemia,36028659;38693155,8/25/22,0.477,89064,0.69
GSM5335232,GSE175484,697,Bone marrow,B acute lymphoblastic leukemia,36028659;38693155,8/25/22,0.504,70373,0.711
GSM5335233,GSE175484,697,Bone marrow,B acute lymphoblastic leukemia,36028659;38693155,8/25/22,0.447,73167,0.721
GSM5335234,GSE175484,697,Bone marrow,B acute lymphoblastic leukemia,36028659;38693155,8/25/22,0.434,81658,0.708
GSM5335235,GSE175484,697,Bone marrow,B acute lymphoblastic leukemia,36028659;38693155,8/25/22,0.396,64753,0.788
GSM5335236,GSE175484,697,Bone marrow,B acute lymphoblastic leukemia,36028659;38693155,8/25/22,0.581,37818,0.724
GSM5335237,GSE175484,697,Bone marrow,B acute lymphoblastic leukemia,36028659;38693155,8/25/22,0.519,72661,0.698
GSM534471,GSE21366,adipocyte,Adipocyte,,20887899,9/30/10,0.442,45506,0.815
GSM534478,GSE21366,adipocyte,Adipocyte,,20887899,9/30/10,0.446,42340,0.838
GSM534485,GSE21366,adipocyte,Adipocyte,,20887899,9/30/10,0.262,26434,0.872
GSM534492,GSE21366,adipocyte,Adipocyte,,20887899,9/30/10,0.417,43936,0.843
GSM5345159,GSE175731,U2OS,"Bone, tibia",Osteosarcoma,,9/8/21,0.035,13663,0.932
GSM5345161,GSE175731,U2OS,"Bone, tibia",Osteosarcoma,,9/8/21,0.036,11485,0.96
GSM5345162,GSE175731,U2OS,"Bone, tibia",Osteosarcoma,,9/8/21,0.044,11681,0.955
GSM5353423,GSE176035,RPE1,"Eye, retina, retinal pigment epithelium",,35981542;36607812,8/1/22,0.49,86832,0.668
GSM5353424,GSE176035,RPE1,"Eye, retina, retinal pigment epithelium",,35981542;36607812,8/1/22,0.523,85391,0.663
GSM5373118,GSE177045,MCF-7,Breast,Invasive breast carcinoma of no special type,35680859,5/12/22,0.098,48283,0.697
GSM5373162,GSE177045,RPE1,"Eye, retina, retinal pigment epithelium",,35680859,5/12/22,0.159,46490,0.838
GSM5399507,GSE178869,22Rv1,Prostate,Prostate carcinoma,35476451,4/27/22,0.358,62139,0.81
GSM5399508,GSE178869,22Rv1,Prostate,Prostate carcinoma,35476451,4/27/22,0.375,67903,0.795
GSM5399565,GSE178869,22Rv1,Prostate,Prostate carcinoma,35476451,4/27/22,0.407,65286,0.792
GSM5399566,GSE178869,22Rv1,Prostate,Prostate carcinoma,35476451,4/27/22,0.409,67102,0.787
GSM5411179,GSE179184,A549-ACE2,Lung,Lung adenocarcinoma,,7/23/21,0.137,31731,0.917
GSM5411180,GSE179184,A549-ACE2,Lung,Lung adenocarcinoma,,7/23/21,0.123,30891,0.921
GSM5420199,GSE179545,HCT-116,Colon,Colon carcinoma,34931241,1/4/22,0.21,34751,0.857
GSM5420201,GSE179545,HCT-116,Colon,Colon carcinoma,34931241,1/4/22,0.23,31058,0.868
GSM5444470,GSE179986,neural_crest_stem,Neural crest stem,,35739109,5/27/22,0.056,28301,0.902
GSM5444477,GSE179986,neural_crest_stem,Neural crest stem,,35739109,5/27/22,0.041,25180,0.914
GSM5444483,GSE179986,neural_crest_stem,Neural crest stem,,35739109,5/27/22,0.045,24736,0.91
GSM5454415,GSE180158,GP5d,Colon,Colon adenocarcinoma,35190730,11/12/21,0.064,29277,0.928
GSM5454732,GSE180175,K-562,Pleural effusion,"Chronic myeloid leukemia, Blast phase chronic myelogenous leukemia, BCR-ABL1 positive",36335136,10/2/22,0.534,58398,0.792
GSM5454740,GSE180175,K-562,Pleural effusion,"Chronic myeloid leukemia, Blast phase chronic myelogenous leukemia, BCR-ABL1 positive",36335136,10/2/22,0.429,51303,0.815
GSM5456028,GSE166387,HeLa,"Uterus, cervix",Human papillomavirus-related cervical adenocarcinoma,34321070,7/20/21,0.014,10681,0.931
GSM5463911,GSE180495,H9,Embryonic stem cell,,35585237,1/17/22,0.167,52996,0.826
GSM5463912,GSE180495,H9,Embryonic stem cell,,35585237,1/17/22,0.1,43915,0.859
GSM5463913,GSE180495,H9,Embryonic stem cell,,35585237,1/17/22,0.133,53027,0.811
GSM5463914,GSE180495,H9,Embryonic stem cell,,35585237,1/17/22,0.067,42417,0.854
GSM5471857,GSE179184,A549-ACE2,Lung,Lung adenocarcinoma,,7/23/21,0.069,27841,0.93
GSM5471858,GSE179184,A549-ACE2,Lung,Lung adenocarcinoma,,7/23/21,0.078,26542,0.935
GSM5510505,GSE182317,T-ALL,Peripheral blood,"Childhood T acute lymphoblastic leukemia, Precursor T-cell acute lymphoblastic leukemia",37060567,4/29/23,0.19,40564,0.854
GSM5510506,GSE182317,T-ALL,Peripheral blood,"Childhood T acute lymphoblastic leukemia, Precursor T-cell acute lymphoblastic leukemia",37060567,4/29/23,0.134,42978,0.847
GSM5510508,GSE182317,T-ALL,Peripheral blood,"Childhood T acute lymphoblastic leukemia, Precursor T-cell acute lymphoblastic leukemia",37060567,4/29/23,0.175,42028,0.849
GSM5510509,GSE182317,T-ALL,Peripheral blood,"Childhood T acute lymphoblastic leukemia, Precursor T-cell acute lymphoblastic leukemia",37060567,4/29/23,0.097,26286,0.905
GSM5510510,GSE182317,T-ALL,Peripheral blood,"Childhood T acute lymphoblastic leukemia, Precursor T-cell acute lymphoblastic leukemia",37060567,4/29/23,0.127,27752,0.905
GSM5510511,GSE182317,T-ALL,Peripheral blood,"Childhood T acute lymphoblastic leukemia, Precursor T-cell acute lymphoblastic leukemia",37060567,4/29/23,0.128,27349,0.914
GSM5510512,GSE182317,T-ALL,Peripheral blood,"Childhood T acute lymphoblastic leukemia, Precursor T-cell acute lymphoblastic leukemia",37060567,4/29/23,0.13,40148,0.855
GSM5510528,GSE182317,HPB-ALL,Peripheral blood,"Childhood T acute lymphoblastic leukemia, Precursor T-cell acute lymphoblastic leukemia",37060567,4/29/23,0.208,35585,0.879
GSM5512960,GSE181856,RKO,Colon,Colon carcinoma,35605119,5/19/22,0.107,27783,0.917
GSM5512967,GSE181856,RKO,Colon,Colon carcinoma,35605119,5/19/22,0.046,15339,0.946
GSM5518539,GSE182108,HCT-116,Colon,Colon carcinoma,36550219,7/1/22,0.054,28669,0.743
GSM5518540,GSE182108,HCT-116,Colon,Colon carcinoma,36550219,7/1/22,0.02,13295,0.652
GSM5518550,GSE182108,colon,Colon,,36550219,7/1/22,0.038,25142,0.727
GSM5518566,GSE182108,HCT-116,Colon,Colon carcinoma,36550219,7/1/22,0.075,35281,0.857
GSM5518567,GSE182108,HCT-116,Colon,Colon carcinoma,36550219,7/1/22,0.039,26498,0.615
GSM5530369,GSE182500,HAP-1,Bone marrow,"Chronic myelogenous leukemia, BCR-ABL1 positive, Chronic myeloid leukemia",36202971,7/24/22,0.068,29837,0.874
GSM5530372,GSE182500,HAP-1,Bone marrow,"Chronic myelogenous leukemia, BCR-ABL1 positive, Chronic myeloid leukemia",36202971,7/24/22,0.059,25071,0.875
GSM5530375,GSE182500,HAP-1,Bone marrow,"Chronic myelogenous leukemia, BCR-ABL1 positive, Chronic myeloid leukemia",36202971,7/24/22,0.057,22440,0.9
GSM5530378,GSE182500,HAP-1,Bone marrow,"Chronic myelogenous leukemia, BCR-ABL1 positive, Chronic myeloid leukemia",36202971,7/24/22,0.038,22405,0.908
